id,equipment_id,sensor_id,alert_type,severity,title,description,confidence,suggested_action,status,created_at,resolved_at,site_id,correlation_group,related_alert_count,tenant_id,i18n,dedup_key,occurrence_count,first_seen_at,last_seen_at,escalated_from,suppressed,suppression_reason,detection_metadata,correlation_id,correlation_role
2064,73,,Health Index,HIGH,Yokogawa VT-306泵健康指数警报,Yokogawa VT-306泵的健康指数为47.7，属于高警报级别。建议根据ISO 10816标准进行振动和轴承检查，以确保设备正常运行。请在接下来的两周内计划维护。,0.85,请立即安排专业人员进行详细检查和维护。确保遵循相关的维护程序。,RESOLVED,2026-03-03 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Health Index Alert"", ""description"": ""The health index of the Yokogawa VT-306 pump is 47.7, indicating a high alert level. It is recommended to perform vibration and bearing checks in accordance with ISO 10816 standards to ensure proper operation. Please plan maintenance within the next two weeks."", ""suggested_action"": ""Immediately arrange for a qualified technician to conduct a detailed inspection and maintenance. Ensure compliance with relevant maintenance procedures.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプ健康指数警告"", ""description"": ""Yokogawa VT-306ポンプの健康指数は47.7であり、高い警告レベルに該当します。ISO 10816基準に従って、振動およびベアリングの点検を行うことをお勧めします。今後2週間以内にメンテナンスを計画してください。"", ""suggested_action"": ""専門の技術者による詳細な点検とメンテナンスを直ちに手配してください。関連するメンテナンス手順に従ってください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵健康指數警報"", ""description"": ""Yokogawa VT-306泵的健康指數為47.7，屬於高警報級別。建議根據ISO 10816標準進行振動和軸承檢查，以確保設備正常運行。請在接下來的兩週內計劃維護。"", ""suggested_action"": ""請立即安排專業人員進行詳細檢查和維護。確保遵循相關的維護程序。""}}",73:HEALTH_WARNING:2026-03-03,1,2026-03-03 08:00:00,2026-03-03 08:00:00,,f,,,,
2065,73,,ISO ISO_10816,CRITICAL,Yokogawa VT-306泵设备维护警报,检测到Yokogawa VT-306泵的振动水平超出ISO 10816标准的D级限值。当前平均速度为29.9 mm/s，最大速度为32.78 mm/s，超出限值1.66倍。健康指数为41.5，表明设备存在潜在故障风险。,0.95,建议立即对泵进行检查和维护，以防止进一步损坏。请参考ISO标准进行详细评估。,RESOLVED,2026-03-04 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""The vibration levels of the Yokogawa VT-306 pump have exceeded the D grade limits set by ISO 10816. The current average velocity is 29.9 mm/s, with a maximum of 32.78 mm/s, representing an exceedance of 1.66 times the limit. The health index is 41.5, indicating a potential risk of failure."", ""suggested_action"": ""Immediate inspection and maintenance of the pump are recommended to prevent further damage. Please refer to ISO standards for a detailed assessment.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンス警告"", ""description"": ""Yokogawa VT-306ポンプの振動レベルがISO 10816基準のDグレードを超えています。現在の平均速度は29.9 mm/s、最大速度は32.78 mm/sで、限界を1.66倍超えています。健康指数は41.5で、設備に潜在的な故障リスクがあります。"", ""suggested_action"": ""ポンプの点検とメンテナンスを直ちに行うことをお勧めします。ISO基準に従って詳細な評価を行ってください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵設備維護警報"", ""description"": ""檢測到Yokogawa VT-306泵的振動水平超出ISO 10816標準的D級限值。當前平均速度為29.9 mm/s，最大速度為32.78 mm/s，超出限值1.66倍。健康指數為41.5，顯示設備存在潛在故障風險。"", ""suggested_action"": ""建議立即對泵進行檢查和維護，以防止進一步損壞。請參考ISO標準進行詳細評估。""}}",73:ISO_D_BREACH:2026-03-04,1,2026-03-04 08:00:00,2026-03-04 08:00:00,,f,,,,
2066,73,,Health Index,HIGH,Yokogawa VT-306泵健康指数警报,当前健康指数为41.5，属于高严重性警报。建议在接下来的两周内进行维护，以确保设备的正常运行。请检查振动、轴承和速度RMS等关键参数，确保符合ISO 10816标准。,0.85,请尽快安排维护，以防止潜在故障。,RESOLVED,2026-03-04 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Health Index Alert"", ""description"": ""The current health index is 41.5, indicating a high severity alert. Maintenance should be planned within the next two weeks to ensure proper equipment operation. Please check critical parameters such as vibration, bearings, and speed RMS to ensure compliance with ISO 10816 standards."", ""suggested_action"": ""Arrange for maintenance promptly to prevent potential failures.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプ健康指数警報"", ""description"": ""現在の健康指数は41.5で、高い深刻度の警報です。設備の正常な運転を確保するために、今後2週間以内にメンテナンスを計画することをお勧めします。振動、ベアリング、速度RMSなどの重要なパラメータを確認し、ISO 10816基準に適合していることを確認してください。"", ""suggested_action"": ""潜在的な故障を防ぐために、早急にメンテナンスを手配してください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵健康指數警報"", ""description"": ""當前健康指數為41.5，屬於高嚴重性警報。建議在接下來的兩週內進行維護，以確保設備的正常運行。請檢查振動、軸承和速度RMS等關鍵參數，確保符合ISO 10816標準。"", ""suggested_action"": ""請儘快安排維護，以防止潛在故障。""}}",73:HEALTH_WARNING:2026-03-04,1,2026-03-04 08:00:00,2026-03-04 08:00:00,,f,,,,
2067,73,,ISO ISO_10816,CRITICAL,Yokogawa VT-306泵设备维护警报,设备检测到振动异常，ISO 10816标准下评级为D。平均速度为21.38 mm/s，最大速度为33.94 mm/s，超出正常范围1.19倍，健康指数为47.6。请立即检查泵的轴承和相关部件。,0.95,建议进行详细的振动分析和必要的维护。尽快安排技术人员进行检查。,RESOLVED,2026-03-05 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""The equipment has detected abnormal vibration, rated D according to ISO 10816 standards. The average velocity is 21.38 mm/s, with a maximum of 33.94 mm/s, exceeding normal limits by 1.19 times. The health index is 47.6."", ""suggested_action"": ""It is recommended to perform a detailed vibration analysis and necessary maintenance. Please arrange for a technician to inspect the pump promptly.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンスアラート"", ""description"": ""設備は異常な振動を検出しました。ISO 10816基準に基づき、評価はDです。平均速度は21.38 mm/s、最大速度は33.94 mm/sで、正常範囲を1.19倍超えています。健康指数は47.6です。"", ""suggested_action"": ""詳細な振動分析と必要なメンテナンスを行うことをお勧めします。技術者による点検を早急に手配してください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵設備維護警報"", ""description"": ""設備檢測到振動異常，根據ISO 10816標準評級為D。平均速度為21.38 mm/s，最大速度為33.94 mm/s，超出正常範圍1.19倍，健康指數為47.6。請立即檢查泵的軸承及相關部件。"", ""suggested_action"": ""建議進行詳細的振動分析及必要的維護。儘快安排技術人員進行檢查。""}}",73:ISO_D_BREACH:2026-03-05,1,2026-03-05 08:00:00,2026-03-05 08:00:00,,f,,,,
2068,73,,Health Index,HIGH,Yokogawa VT-306泵健康指数警告,Yokogawa VT-306泵的健康指数为47.6，属于高风险等级。建议在接下来的两周内进行维护，以防止潜在故障。请检查振动、轴承和速度RMS等关键参数，确保符合ISO 10816标准。,0.85,请安排专业人员进行详细检查和维护。确保在两周内完成相关工作。,RESOLVED,2026-03-05 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Health Index Alert"", ""description"": ""The health index of the Yokogawa VT-306 pump is 47.6, indicating a high-risk level. It is recommended to plan maintenance within the next two weeks to prevent potential failures. Please check critical parameters such as vibration, bearings, and speed RMS, ensuring compliance with ISO 10816 standards."", ""suggested_action"": ""Arrange for qualified personnel to conduct a thorough inspection and maintenance. Ensure that the necessary work is completed within two weeks.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプ健康指数警告"", ""description"": ""Yokogawa VT-306ポンプの健康指数は47.6で、高リスクレベルに該当します。潜在的な故障を防ぐため、今後2週間以内にメンテナンスを行うことをお勧めします。振動、ベアリング、速度RMSなどの重要なパラメータを確認し、ISO 10816基準に準拠していることを確認してください。"", ""suggested_action"": ""専門の技術者による詳細な点検とメンテナンスを手配してください。2週間以内に作業を完了するようにしてください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵健康指數警告"", ""description"": ""Yokogawa VT-306泵的健康指數為47.6，屬於高風險等級。建議在接下來的兩週內進行維護，以防止潛在故障。請檢查振動、軸承和速度RMS等關鍵參數，確保符合ISO 10816標準。"", ""suggested_action"": ""請安排專業人員進行詳細檢查和維護。確保在兩週內完成相關工作。""}}",73:HEALTH_WARNING:2026-03-05,1,2026-03-05 08:00:00,2026-03-05 08:00:00,,f,,,,
2069,73,,STATISTICAL_ANOMALY,HIGH,Yokogawa VT-306泵设备维护警报,检测到Yokogawa VT-306泵的振动数据异常，51%的读数接近零，表明设备可能存在间歇性故障。请注意，这种情况可能影响设备的整体健康指数，并可能导致轴承损坏。建议根据ISO 10816标准进行进一步的振动分析。,0.9,请立即检查泵的振动传感器和轴承状态，并考虑进行必要的维护。,RESOLVED,2026-03-07 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""A statistical anomaly has been detected in the Yokogawa VT-306 pump's vibration data, with 51% of readings showing near-zero values, indicating potential intermittent failure. This condition may affect the overall health index of the equipment and could lead to bearing damage. Further vibration analysis is recommended according to ISO 10816 standards."", ""suggested_action"": ""Please check the pump's vibration sensors and bearing status immediately, and consider performing necessary maintenance.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンス警告"", ""description"": ""Yokogawa VT-306ポンプの振動データに異常が検出されました。51%の読み取り値がほぼゼロであり、機器に間欠的な故障の可能性があります。この状況は、機器の全体的な健康指数に影響を与え、ベアリングの損傷を引き起こす可能性があります。ISO 10816に基づくさらなる振動分析をお勧めします。"", ""suggested_action"": ""ポンプの振動センサーとベアリングの状態を直ちに確認し、必要なメンテナンスを検討してください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵設備維護警報"", ""description"": ""檢測到Yokogawa VT-306泵的振動數據異常，51%的讀數接近零，顯示設備可能存在間歇性故障。請注意，這種情況可能影響設備的整體健康指數，並可能導致軸承損壞。建議根據ISO 10816標準進行進一步的振動分析。"", ""suggested_action"": ""請立即檢查泵的振動傳感器和軸承狀態，並考慮進行必要的維護。""}}",73:OFFLINE_DETECTED:2026-03-07,1,2026-03-07 08:00:00,2026-03-07 08:00:00,,f,,,,
2070,73,,Health Index,HIGH,Yokogawa VT-306泵健康指数警报,当前健康指数为48.8，属于高严重性警报。建议在接下来的两周内计划维护，以确保设备正常运行。请检查振动、轴承和速度RMS等关键参数，确保符合ISO 10816标准。,0.85,请立即安排维护人员进行详细检查和必要的维修。,RESOLVED,2026-03-08 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Health Index Alert"", ""description"": ""The current health index is 48.8, indicating a high severity alert. It is recommended to plan maintenance within the next two weeks to ensure proper equipment operation. Please check critical parameters such as vibration, bearing condition, and speed RMS, ensuring compliance with ISO 10816 standards."", ""suggested_action"": ""Please arrange for maintenance personnel to conduct a thorough inspection and necessary repairs immediately.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプ健康指数警報"", ""description"": ""現在の健康指数は48.8であり、高い重大性の警報です。設備の正常な運転を確保するために、今後2週間以内にメンテナンスを計画することをお勧めします。振動、ベアリング、速度RMSなどの重要なパラメータを確認し、ISO 10816基準に適合していることを確認してください。"", ""suggested_action"": ""すぐにメンテナンス担当者を手配し、詳細な点検と必要な修理を行ってください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵健康指數警報"", ""description"": ""目前健康指數為48.8，屬於高嚴重性警報。建議在接下來的兩週內計劃維護，以確保設備正常運行。請檢查振動、軸承和速度RMS等關鍵參數，確保符合ISO 10816標準。"", ""suggested_action"": ""請立即安排維護人員進行詳細檢查和必要的維修。""}}",73:HEALTH_WARNING:2026-03-08,1,2026-03-08 08:00:00,2026-03-08 08:00:00,,f,,,,
2071,73,,ISO ISO_10816,CRITICAL,Yokogawa VT-306泵设备维护警报,设备检测到振动异常，ISO 10816标准显示平均速度为24.68 mm/s，最大速度为26.95 mm/s，超过正常范围1.37倍。健康指数为70.7，表明设备处于D级状态，存在严重风险。请尽快进行详细检查和维护。,0.95,建议立即停机并对泵进行全面检查和维护。,RESOLVED,2026-03-09 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""Abnormal vibration has been detected in the equipment. According to ISO 10816 standards, the average velocity is 24.68 mm/s and the maximum velocity is 26.95 mm/s, exceeding the normal range by 1.37 times. The health index is 70.7, indicating a critical D grade status. Immediate inspection and maintenance are required."", ""suggested_action"": ""It is recommended to shut down the pump immediately and perform a comprehensive inspection and maintenance.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンス警告"", ""description"": ""設備に異常振動が検出されました。ISO 10816基準に基づき、平均速度は24.68 mm/s、最大速度は26.95 mm/sであり、正常範囲を1.37倍超えています。健康指数は70.7で、Dランクに分類され、重大なリスクがあります。早急に詳細な点検とメンテナンスを行ってください。"", ""suggested_action"": ""ポンプを直ちに停止し、全面的な点検とメンテナンスを実施することをお勧めします。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵設備維護警報"", ""description"": ""設備檢測到振動異常，根據ISO 10816標準，平均速度為24.68 mm/s，最大速度為26.95 mm/s，超出正常範圍1.37倍。健康指數為70.7，顯示設備處於D級狀態，存在嚴重風險。請儘快進行詳細檢查和維護。"", ""suggested_action"": ""建議立即停機並對泵進行全面檢查和維護。""}}",73:ISO_D_BREACH:2026-03-09,1,2026-03-09 08:00:00,2026-03-09 08:00:00,,f,,,,
2072,73,,ISO ISO_10816,CRITICAL,Yokogawa VT-306泵维护警报,检测到Yokogawa VT-306泵的振动水平超出ISO 10816标准的D级阈值。平均速度为25.8 mm/s，最大速度为27.33 mm/s，超出标准1.43倍，健康指数为54.3。请注意，这种情况可能会影响设备的性能和寿命。,0.95,建议立即进行详细检查和维护，以避免潜在的设备故障。,RESOLVED,2026-03-10 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""The vibration levels of the Yokogawa VT-306 pump have exceeded the D-grade threshold of the ISO 10816 standard. The average velocity is 25.8 mm/s, with a maximum of 27.33 mm/s, representing an exceedance of 1.43 times the standard, and a health index of 54.3. This condition may adversely affect the performance and lifespan of the equipment."", ""suggested_action"": ""Immediate detailed inspection and maintenance are recommended to prevent potential equipment failure.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプメンテナンスアラート"", ""description"": ""Yokogawa VT-306ポンプの振動レベルがISO 10816基準のDグレードを超えています。平均速度は25.8 mm/s、最大速度は27.33 mm/sで、基準を1.43倍超過しており、健康指数は54.3です。この状況は、設備の性能と寿命に影響を与える可能性があります。"", ""suggested_action"": ""潜在的な設備の故障を避けるため、直ちに詳細な点検とメンテナンスを行うことをお勧めします。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵維護警報"", ""description"": ""檢測到Yokogawa VT-306泵的振動水平超出ISO 10816標準的D級閾值。平均速度為25.8 mm/s，最大速度為27.33 mm/s，超出標準1.43倍，健康指數為54.3。請注意，這種情況可能會影響設備的性能和壽命。"", ""suggested_action"": ""建議立即進行詳細檢查和維護，以避免潛在的設備故障。""}}",73:ISO_D_BREACH:2026-03-10,1,2026-03-10 08:00:00,2026-03-10 08:00:00,,f,,,,
2073,73,,ISO ISO_10816,CRITICAL,Yokogawa VT-306泵维护警报,检测到Yokogawa VT-306泵的振动水平超出ISO 10816标准的D级限值。平均速度为27.87 mm/s，最大速度为29.73 mm/s，超出限值1.55倍，健康指数为52.7。请立即检查泵的轴承和相关部件。,0.95,建议进行详细的振动分析和必要的维护。确保设备在安全范围内运行。,RESOLVED,2026-03-11 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""The vibration levels of the Yokogawa VT-306 pump have exceeded the D grade limits of the ISO 10816 standard. The average velocity is 27.87 mm/s, with a maximum of 29.73 mm/s, exceeding the threshold by 1.55 times, and the health index is 52.7. Immediate inspection of the pump's bearings and related components is required."", ""suggested_action"": ""It is recommended to perform a detailed vibration analysis and necessary maintenance. Ensure the equipment operates within safe limits.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンス警告"", ""description"": ""Yokogawa VT-306ポンプの振動レベルがISO 10816基準のDグレードを超えています。平均速度は27.87 mm/s、最大速度は29.73 mm/sで、限界を1.55倍超過しており、健康指数は52.7です。ポンプのベアリングおよび関連部品を直ちに点検してください。"", ""suggested_action"": ""詳細な振動分析と必要なメンテナンスを行うことをお勧めします。機器が安全な範囲内で運転されていることを確認してください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵維護警報"", ""description"": ""檢測到Yokogawa VT-306泵的振動水平超出ISO 10816標準的D級限值。平均速度為27.87 mm/s，最大速度為29.73 mm/s，超出限值1.55倍，健康指數為52.7。請立即檢查泵的軸承及相關部件。"", ""suggested_action"": ""建議進行詳細的振動分析和必要的維護。確保設備在安全範圍內運行。""}}",73:ISO_D_BREACH:2026-03-11,1,2026-03-11 08:00:00,2026-03-11 08:00:00,,f,,,,
2074,73,,STATISTICAL_ANOMALY,HIGH,Yokogawa VT-306泵维护警报,检测到设备间歇性故障，46%的读数显示振动接近零。根据统计异常算法，置信度为0.9，表明此问题可能影响设备的健康指数。请注意轴承和速度RMS的变化，确保符合ISO 10816标准。,0.9,建议立即检查泵的振动传感器和轴承状态。必要时进行维护或更换部件。,RESOLVED,2026-03-12 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""Intermittent equipment failure detected, with 46% of readings showing near-zero vibration. The statistical anomaly algorithm indicates a confidence level of 0.9, suggesting this issue may impact the equipment's health index. Please monitor bearing conditions and velocity RMS changes to ensure compliance with ISO 10816 standards."", ""suggested_action"": ""It is recommended to immediately check the pump's vibration sensors and bearing status. Perform maintenance or replace components as necessary.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンス警告"", ""description"": ""設備に間欠的な故障が検出され、46%の読み取り値で振動がほぼゼロです。統計的異常アルゴリズムに基づき、信頼度は0.9であり、この問題が設備の健康指標に影響を与える可能性があります。ベアリングと速度RMSの変化に注意してください。"", ""suggested_action"": ""ポンプの振動センサーとベアリングの状態を直ちに確認することをお勧めします。必要に応じて、メンテナンスまたは部品の交換を行ってください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵維護警報"", ""description"": ""檢測到設備間歇性故障，46%的讀數顯示振動接近零。根據統計異常算法，置信度為0.9，表明此問題可能影響設備的健康指數。請注意軸承和速度RMS的變化，確保符合ISO 10816標準。"", ""suggested_action"": ""建議立即檢查泵的振動傳感器和軸承狀態。必要時進行維護或更換部件。""}}",73:OFFLINE_DETECTED:2026-03-12,1,2026-03-12 08:00:00,2026-03-12 08:00:00,,f,,,,
2075,73,,STATISTICAL_ANOMALY,HIGH,Yokogawa VT-306泵设备维护警报,检测到Yokogawa VT-306泵设备处于离线状态，85%的读数显示振动接近零。根据统计异常算法，置信度为0.9，表明设备健康指数严重下降。请注意，这可能与轴承或其他关键部件的故障有关。,0.9,建议立即检查设备，特别是振动传感器和轴承状态。必要时进行维护或更换部件。,RESOLVED,2026-03-13 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""The Yokogawa VT-306 pump has been detected offline, with 85% of readings showing near-zero vibration. According to the statistical anomaly algorithm, the confidence level is 0.9, indicating a significant decline in equipment health index. This may be related to bearing failure or other critical component issues."", ""suggested_action"": ""Immediate inspection of the equipment is recommended, particularly the vibration sensors and bearing conditions. Perform maintenance or replace components as necessary.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンス警告"", ""description"": ""Yokogawa VT-306ポンプがオフラインであることが検出され、85％の読み取り値がほぼゼロの振動を示しています。統計的異常アルゴリズムに基づき、信頼度は0.9であり、設備の健康指数が著しく低下しています。ベアリングやその他の重要な部品の故障が考えられます。"", ""suggested_action"": ""設備を直ちに確認し、特に振動センサーとベアリングの状態をチェックしてください。必要に応じて、メンテナンスまたは部品の交換を行ってください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵設備維護警報"", ""description"": ""檢測到Yokogawa VT-306泵設備處於離線狀態，85%的讀數顯示振動接近零。根據統計異常算法，置信度為0.9，顯示設備健康指數嚴重下降。請注意，這可能與軸承或其他關鍵部件的故障有關。"", ""suggested_action"": ""建議立即檢查設備，特別是振動傳感器和軸承狀態。必要時進行維護或更換部件。""}}",73:OFFLINE_DETECTED:2026-03-13,1,2026-03-13 08:00:00,2026-03-13 08:00:00,,f,,,,
2076,73,,STATISTICAL_ANOMALY,HIGH,Yokogawa VT-306泵设备维护警报,检测到设备振动异常，77%的读数接近零，表明设备可能处于间歇性故障状态。请注意，当前的健康指数显示出高严重性，符合ISO 10816标准的要求。建议尽快进行轴承和振动分析，以确保设备的正常运行。,0.9,请立即检查设备状态并进行必要的维护。建议与专业技术人员联系。,RESOLVED,2026-03-14 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""A statistical anomaly has been detected in the equipment's vibration data, with 77% of readings showing near-zero values, indicating potential intermittent failure. The current health index reflects a high severity level, consistent with ISO 10816 standards. Immediate bearing and vibration analysis is recommended to ensure proper operation."", ""suggested_action"": ""Please check the equipment status immediately and perform necessary maintenance. It is advisable to contact a professional technician.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンス警報"", ""description"": ""設備の振動に異常が検出され、77％の読み取り値がほぼゼロであることから、設備が間欠的な故障状態にある可能性があります。現在の健康指数は高い深刻度を示しており、ISO 10816基準に準拠しています。ベアリングと振動分析を早急に実施することをお勧めします。"", ""suggested_action"": ""設備の状態を直ちに確認し、必要なメンテナンスを行ってください。専門技術者に連絡することをお勧めします。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵設備維護警報"", ""description"": ""檢測到設備振動異常，77%的讀數接近零，顯示設備可能處於間歇性故障狀態。請注意，當前的健康指數顯示出高嚴重性，符合ISO 10816標準的要求。建議盡快進行軸承和振動分析，以確保設備的正常運行。"", ""suggested_action"": ""請立即檢查設備狀態並進行必要的維護。建議與專業技術人員聯繫。""}}",73:OFFLINE_DETECTED:2026-03-14,1,2026-03-14 08:00:00,2026-03-14 08:00:00,,f,,,,
2077,73,,STATISTICAL_ANOMALY,HIGH,Yokogawa VT-306泵设备维护警报,检测到Yokogawa VT-306泵设备处于离线状态，81%的振动读数接近零，表明可能存在严重故障。根据统计异常算法，置信度为0.9，建议立即检查设备的健康指数和相关轴承状态。请参照ISO 10816标准进行振动分析。,0.9,请尽快安排技术人员检查设备并进行必要的维修。确保所有相关数据记录完整，以便后续分析。,RESOLVED,2026-03-15 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""The Yokogawa VT-306 pump has been detected as offline, with 81% of vibration readings near zero, indicating a potential severe fault. Based on the statistical anomaly algorithm, the confidence level is 0.9. It is recommended to immediately check the equipment's health index and related bearing conditions, referring to ISO 10816 standards for vibration analysis."", ""suggested_action"": ""Please arrange for a technician to inspect the equipment and perform necessary repairs as soon as possible. Ensure all related data is thoroughly documented for future analysis.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンス警告"", ""description"": ""Yokogawa VT-306ポンプがオフラインであることが検出されました。81%の振動データがほぼゼロであり、重大な故障の可能性があります。統計的異常アルゴリズムに基づき、信頼度は0.9です。ISO 10816に基づいて、設備の健康指数とベアリングの状態を確認することをお勧めします。"", ""suggested_action"": ""技術者による迅速な点検と必要な修理を手配してください。すべての関連データを記録し、今後の分析に備えてください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵設備維護警報"", ""description"": ""檢測到Yokogawa VT-306泵設備處於離線狀態，81%的振動讀數接近零，顯示可能存在嚴重故障。根據統計異常算法，置信度為0.9，建議立即檢查設備的健康指數及相關軸承狀態。請參考ISO 10816標準進行振動分析。"", ""suggested_action"": ""請儘快安排技術人員檢查設備並進行必要的維修。確保所有相關數據記錄完整，以便後續分析。""}}",73:OFFLINE_DETECTED:2026-03-15,1,2026-03-15 08:00:00,2026-03-15 08:00:00,,f,,,,
2078,73,,STATISTICAL_ANOMALY,HIGH,Yokogawa VT-306泵设备维护警报,检测到设备振动异常，65%的读数接近零，表明可能存在间歇性故障。建议根据ISO 10816标准检查振动和轴承健康指数，以评估设备性能。高置信度（0.9）表明该问题需要立即关注。,0.9,请立即安排专业人员对设备进行检查和维护。确保振动监测系统正常运行。,RESOLVED,2026-03-16 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""A statistical anomaly has been detected, indicating intermittent equipment issues with near-zero vibration in 65% of readings. It is recommended to assess vibration and bearing health indices according to ISO 10816 standards to evaluate equipment performance. The high confidence level (0.9) suggests immediate attention is required."", ""suggested_action"": ""Please arrange for a qualified technician to inspect and maintain the equipment immediately. Ensure that the vibration monitoring system is functioning properly.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンスアラート"", ""description"": ""機器の振動に異常が検出され、65%の読み取り値がほぼゼロであることから、間欠的な故障の可能性があります。ISO 10816に基づいて振動およびベアリングの健康指数を確認し、機器の性能を評価することをお勧めします。高い信頼度（0.9）がこの問題の緊急性を示しています。"", ""suggested_action"": ""専門の技術者による機器の点検とメンテナンスを直ちに手配してください。振動監視システムが正常に機能していることを確認してください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵設備維護警報"", ""description"": ""檢測到設備振動異常，65%的讀數接近零，顯示可能存在間歇性故障。建議根據ISO 10816標準檢查振動和軸承健康指數，以評估設備性能。高置信度（0.9）表明該問題需要立即關注。"", ""suggested_action"": ""請立即安排專業人員對設備進行檢查和維護。確保振動監測系統正常運行。""}}",73:OFFLINE_DETECTED:2026-03-16,1,2026-03-16 08:00:00,2026-03-16 08:00:00,,f,,,,
